station,state,river,pH,TDS_mg_L,turbidity_NTU,district,latitude,longitude,code,date
"CAUVERY AT WATER SUPPLY
INTAKE POINT AT KOLLEGALA
DASANAPURA",KARNATAKA,CAUVERY,7.1,,,,,,3579,2019-06-30
"CAUVERY AT WATER SUPPLY
INTAKE POINT AT T K HALLI",KARNATAKA,CAUVERY,7.2,,,,,,3581,2019-06-30
"CAUVERY RIVER BEFORE
CONFLUENCE AT SANGAM",KARNATAKA,CAUVERY,7.3,,,,,,4109,2019-06-30
"CAUVERY AT AJJIBORE
(BANGALORE)",KARNATAKA,CAUVERY,7.9,,,,,,30052,2019-06-30
CAUVERY AT METTUR,TAMIL NADU,CAUVERY,6.6,,,,,,50,2019-06-30
CAUVERY AT PALLIPPALAYAM,TAMIL NADU,CAUVERY,6.9,,,,,,51,2019-06-30
"CAUVERY AT ERODE NEAR
CHIRAPALAYAM, TAMILNADU",TAMIL NADU,CAUVERY,7.0,,,,,,1320,2019-06-30
"CAUVERY AT VELORE NEAR
KATTIPALAYAM, TAMILNADU",TAMIL NADU,CAUVERY,7.1,,,,,,1323,2019-06-30
"CAUVERY AT PUGALUR,
KARUR, TAMILNADU",TAMIL NADU,CAUVERY,6.9,,,,,,3015,2019-06-30
"CAUVERY AT MOHANUR NEAR
PATTAIPALAYAM, TAMILNADU",TAMIL NADU,CAUVERY,7.2,,,,,,1324,2019-06-30
"CAUVERY AT
THIRUMUKKUDAL-CONFL.
PT.OF R. AMRAVATI",TAMIL NADU,CAUVERY,6.9,,,,,,1451,2019-06-30
CAUVERY AT MUSIRI,TAMIL NADU,CAUVERY,6.9,,,,,,31,2019-06-30
"CAUVERY AT
PETTAIVAITHALAI, TRICHY,
TAMILNADU",TAMIL NADU,CAUVERY,7.3,,,,,,3016,2019-06-30
"CAUVERY AT TIRUCHIRAPPALLI
U/S, TAMILNADU",TAMIL NADU,CAUVERY,7.4,,,,,,1202,2019-06-30
"CAUVERY AT TIRUCHIRAPPALLI
D/S, TAMILNADU",TAMIL NADU,CAUVERY,6.3,,,,,,1325,2019-06-30
"CAUVERY AT TRICHY, GRAND
ANAICUT, TAMILNADU",TAMIL NADU,CAUVERY,7.0,,,,,,1203,2019-06-30
"CAUVERY AT THANJAVUR,
TAMILNADU",TAMIL NADU,CAUVERY,7.4,,,,,,1206,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"CAUVERY AT
MAYILADUTHURAI,
NAGAPATTINAM, TAMILNADU",TAMIL NADU,CAUVERY,7.0,,,,,,3018,2019-06-30
"CAUVERY AT
KOMARAPALAYAM,
NAMAKAL, TAMILNADU",TAMIL NADU,CAUVERY,6.9,,,,,,3012,2019-06-30
"CAUVERY AT URRACHIKOTTAI,
ERODE, TAMILNADU",TAMIL NADU,CAUVERY,7.1,,,,,,3013,2019-06-30
"CAUVERY AT VAIRAPALAYAM,
NAMAKAL, TAMILNADU",TAMIL NADU,CAUVERY,6.7,,,,,,3014,2019-06-30
"CAUVERY AT KUMBAKONAM,
THANJAVUR, TAMILNADU",TAMIL NADU,CAUVERY,7.4,,,,,,3017,2019-06-30
"CAUVERY AT COLEROON,
TAMILNADU",TAMIL NADU,CAUVERY,6.0,,,,,,1326,2019-06-30
"CAUVERY AT PITCHAVARAM,
TAMILNADU",TAMIL NADU,CAUVERY,6.3,,,,,,1327,2019-06-30
"CAUVERY AT 1KM. D/S OF
BHAVANI RIVER CONFL.,
TAMILNADU",TAMIL NADU,CAUVERY,6.4,,,,,,1322,2019-06-30
"CAUVERY RIVER D/S
BARACHUKI FALLS,
SATHEGALA, KOLLEGALA",KARNATAKA,CAUVERY,7.7,,,,,,4099,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"SHIMSHA AT WATER SUPPLY
INTAKE POINT AT MADDUAR",KARNATAKA,SHIMSHA,7.4,,,,,,3580,2019-06-30
"THIRUMANIMUTHAR AT
SALEM, D/S OF SAGO &
TEXTILE DYING INDUSTRIES,
TAMILNADU",TAMIL NADU,THIRUMANIMUTHAR,7.0,,,,,,3022,2019-06-30
"VASISTA AT SALEM, D/S OF
SAGO INDUSRIES EFFLUENT,
TAMILNADU",TAMIL NADU,VASISTA,6.2,,,,,,3023,2019-06-30
"AMRAVATI AT 1KM D/S FROM
EFF.DIS. PT. AT
MADHUTHUKKULAM",TAMIL NADU,AMRAVATI,6.0,,,,,,1319,2019-06-30
"ARKAVATHI AT D/S OF
KANAKAPURA TOWN,",KARNATAKA,ARKAVATHI,6.8,,,,,,1165,2019-06-30
"ARKAVATHI AT T.G. HALLI
RESERVOIR, ,",KARNATAKA,ARKAVATHI,6.7,,,,,,2778,2019-06-30
"ARKAVATHI AT
HESARAGHATTA RESERVOIR,",KARNATAKA,ARKAVATHI,6.3,,,,,,2779,2019-06-30
"KABINI AT CAUSE WAY
SATTUR",KARNATAKA,KABINI,7.5,,,,,,41,2019-06-30
"KABINI AT SARAGUR VILLAGE
D/S,",KARNATAKA,KABINI,7.0,,,,,,1197,2019-06-30
"KABINI AT MUTHANKARA,
KERALA",KERALA,KABINI,6.6,,,,,,1207,2019-06-30
"KABINI AT WATER INTAKE OF
KIADB AT NANJANGUD,",KARNATAKA,KABINI,7.5,,,,,,1445,2019-06-30
"KABINI AT BATHING GHAT,
NANJANAGUD,",KARNATAKA,KABINI,7.5,,,,,,2775,2019-06-30
"LAKSHMANTIRTHA AT D/S OF
HUNSUR TOWN,",KARNATAKA,LAKSHMANTIRTHA,6.8,,,,,,1196,2019-06-30
"LAKSHMANTIRTHA AT D/S OF
KATTEMALAVADI,",KARNATAKA,LAKSHMANTIRTHA,7.6,,,,,,2772,2019-06-30
"LAKSHMANTIRTHA AT WATER
SUPPLY INTAKE POINT TO
HUNSUR TOWN",KARNATAKA,LAKSHMANTIRTHA,6.9,,,,,,3572,2019-06-30
"SARABANGA AT SALEM, D/S
OF TEXTILE DYEING
INDUSTRIES EFFLUENT,
TAMILNADU",TAMIL NADU,SARABANGA,7.7,,,,,,3024,2019-06-30
,,NAN,7.5,,,,,,,2019-06-30
"SUBARNAREKHA AT RANCHI,
(TATISILWAI)",JHARKHAND,SUBARNAREKHA,6.5,,,,,,23,2019-06-30
"SUBARNAREKHA AT
JAMSHEDPUR",JHARKHAND,SUBARNAREKHA,7.2,,,,,,24,2019-06-30
"SUBARNAREKHA AT CHANDIL
BRIDGE",JHARKHAND,SUBARNAREKHA,7.4,,,,,,48,2019-06-30
"SUBARNAREKHA AT D/S
JAMSHEDPUR, (TATA NAGAR)",JHARKHAND,SUBARNAREKHA,7.4,,,,,,49,2019-06-30
"SURBARNREKHA RIVER AT
HATIA ROAD BRIDGE, RANCHI",JHARKHAND,SURBARNREKHA,6.5,,,,,,4084,2019-06-30
"SUBARNREKHA RIVER U/S
HINDALCO IND LTD, MURLI
WORKS, CHHOTAMURI,
RANCHI",JHARKHAND,SUBARNREKHA,7.3,,,,,,4086,2019-06-30
"SUBARNAREKHA AT NAMKUM
ROAD BRIDGE",JHARKHAND,SUBARNAREKHA,6.5,,,,,,2385,2019-06-30
"SUBARNAREKHA AT MURI
ROAD BRIDGE",JHARKHAND,SUBARNAREKHA,6.6,,,,,,2386,2019-06-30
"SUBAREKHA AT GHATISLA
ROAD BRIDGE",JHARKHAND,SUBAREKHA,7.4,,,,,,2387,2019-06-30
"SUBARNAREKHA AT HATIA
DAM",JHARKHAND,SUBARNAREKHA,7.3,,,,,,2395,2019-06-30
"SUBARNAREKHA AT
GATALSUD DAM",JHARKHAND,SUBARNAREKHA,7.3,,,,,,2397,2019-06-30
"SUBARNAREKHA AT CHANDIL
DAM",JHARKHAND,SUBARNAREKHA,7.4,,,,,,2399,2019-06-30
"SUBARNAREKHA AT RAJGHAT
(THENGUDIA)",ODISHA,SUBARNAREKHA,7.0,,,,,,1641,2019-06-30
,,NAN,7.5,,,,,,,2023-06-30
1001,"HIMACHAL
PRADESH",,7.2,,,,,,,2023-06-30
2601,"HIMACHAL
PRADESH",,6.5,,,,,,,2023-06-30
4444,"HIMACHAL
PRADESH",,6.7,,,,,,,2023-06-30
4037,"HIMACHAL
PRADESH",,6.3,,,,,,,2023-06-30
3866,"HIMACHAL
PRADESH",,7.0,,,,,,,2023-06-30
2602,"HIMACHAL
PRADESH",,6.7,,,,,,,2023-06-30
4445,"HIMACHAL
PRADESH",,6.6,,,,,,,2023-06-30
1002,"HIMACHAL
PRADESH",,7.2,,,,,,,2023-06-30
1003,"HIMACHAL
PRADESH",,7.2,,,,,,,2023-06-30
1004,"HIMACHAL
PRADESH",,7.1,,,,,,,2023-06-30
2603,"HIMACHAL
PRADESH",,7.1,,,,,,,2023-06-30
1005,"HIMACHAL
PRADESH",,6.9,,,,,,,2023-06-30
1550,"HIMACHAL
PRADESH",,7.2,,,,,,,2023-06-30
1006,"HIMACHAL
PRADESH",,7.0,,,,,,,2023-06-30
2604,"HIMACHAL
PRADESH",,7.2,,,,,,,2023-06-30
1007,"HIMACHAL
PRADESH",,7.3,,,,,,,2023-06-30
3855,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
1292,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
1009,"HIMACHAL
PRADESH",,7.4,,,,,,,2023-06-30
1008,"HIMACHAL
PRADESH",,7.2,,,,,,,2023-06-30
4435,"HIMACHAL
PRADESH",,6.9,,,,,,,2023-06-30
4436,"HIMACHAL
PRADESH",,7.0,,,,,,,2023-06-30
4437,"HIMACHAL
PRADESH",,7.4,,,,,,,2023-06-30
4438,"HIMACHAL
PRADESH",,7.2,,,,,,,2023-06-30
4443,"HIMACHAL
PRADESH",,6.8,,,,,,,2023-06-30
5765,"HIMACHAL
PRADESH",,7.0,,,,,,,2023-06-30
30083,"HIMACHAL
PRADESH",,8.1,,,,,,,2023-06-30
30084,PUNJAB,,8.0,,,,,,,2023-06-30
1693,PUNJAB,,7.4,,,,,,,2023-06-30
1694,PUNJAB,,7.7,,,,,,,2023-06-30
1010,PUNJAB,,7.5,,,,,,,2023-06-30
1695,PUNJAB,,7.5,,,,,,,2023-06-30
1294,PUNJAB,,7.6,,,,,,,2023-06-30
1696,PUNJAB,,7.5,,,,,,,2023-06-30
1697,PUNJAB,,7.7,,,,,,,2023-06-30
1011,PUNJAB,,7.8,,,,,,,2023-06-30
1012,PUNJAB,,7.8,,,,,,,2023-06-30
4164,PUNJAB,,7.7,,,,,,,2023-06-30
5504,PUNJAB,,7.9,,,,,,,2023-06-30
5505,PUNJAB,,7.9,,,,,,,2023-06-30
5506,PUNJAB,,7.8,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
1867,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
2611,"HIMACHAL
PRADESH",,7.8,,,,,,,2023-06-30
3872,"HIMACHAL
PRADESH",,7.6,,,,,,,2023-06-30
4448,"HIMACHAL
PRADESH",,7.6,,,,,,,2023-06-30
4449,"HIMACHAL
PRADESH",,7.8,,,,,,,2023-06-30
4452,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
3871,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
3870,"HIMACHAL
PRADESH",,7.8,,,,,,,2023-06-30
1389,"HIMACHAL
PRADESH",,7.7,,,,,,,2023-06-30
4453,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
3869,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
1086,"HIMACHAL
PRADESH",,7.7,,,,,,,2023-06-30
1087,"HIMACHAL
PRADESH",,7.6,,,,,,,2023-06-30
1013,"HIMACHAL
PRADESH",,6.5,,,,,,,2023-06-30
4446,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
4447,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
4032,"HIMACHAL
PRADESH",,7.4,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
4033,"HIMACHAL
PRADESH",,6.8,,,,,,,2023-06-30
4450,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
4451,"HIMACHAL
PRADESH",,7.6,,,,,,,2023-06-30
30009,"HIMACHAL
PRADESH",,7.9,,,,,,,2023-06-30
1014,"HIMACHAL
PRADESH",,5.7,,,,,,,2023-06-30
1015,"HIMACHAL
PRADESH",,7.3,,,,,,,2023-06-30
1016,"HIMACHAL
PRADESH",,6.9,,,,,,,2023-06-30
30087,"HIMACHAL
PRADESH",,7.9,,,,,,,2023-06-30
30088,"HIMACHAL
PRADESH",,8.0,,,,,,,2023-06-30
30010,PUNJAB,,7.7,,,,,,,2023-06-30
1814,PUNJAB,,7.0,,,,,,,2023-06-30
1380,PUNJAB,,7.4,,,,,,,2023-06-30
2915,PUNJAB,,7.6,,,,,,,2023-06-30
10020,PUNJAB,,7.1,,,,,,,2023-06-30
10021,PUNJAB,,7.0,,,,,,,2023-06-30
10022,PUNJAB,,7.6,,,,,,,2023-06-30
10023,PUNJAB,,7.2,,,,,,,2023-06-30
10024,PUNJAB,,7.3,,,,,,,2023-06-30
10027,PUNJAB,,7.6,,,,,,,2023-06-30
10028,PUNJAB,,7.2,,,,,,,2023-06-30
1017,PUNJAB,,7.5,,,,,,,2023-06-30
1018,PUNJAB,,7.6,,,,,,,2023-06-30
1293,PUNJAB,,7.3,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
1019,PUNJAB,,7.5,,,,,,,2023-06-30
1690,PUNJAB,,7.4,,,,,,,2023-06-30
1020,PUNJAB,,7.2,,,,,,,2023-06-30
1022,PUNJAB,,7.2,,,,,,,2023-06-30
10025,PUNJAB,,6.9,,,,,,,2023-06-30
10026,PUNJAB,,6.7,,,,,,,2023-06-30
1021,PUNJAB,,7.1,,,,,,,2023-06-30
1381,PUNJAB,,7.1,,,,,,,2023-06-30
1691,PUNJAB,,7.0,,,,,,,2023-06-30
1692,PUNJAB,,6.9,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
2615,"HIMACHAL
PRADESH",,7.1,,,,,,,2023-06-30
2613,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
3873,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
3874,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
30089,"JAMMU &
KASHMIR",,8.0,,,,,,,2023-06-30
30085,PUNJAB,,7.9,,,,,,,2023-06-30
1097,PUNJAB,,7.5,,,,,,,2023-06-30
1290,"HIMACHAL
PRADESH",,6.5,,,,,,,2023-06-30
1090,"HIMACHAL
PRADESH",,7.0,,,,,,,2023-06-30
2605,"HIMACHAL
PRADESH",,6.8,,,,,,,2023-06-30
2606,"HIMACHAL
PRADESH",,6.8,,,,,,,2023-06-30
1551,"HIMACHAL
PRADESH",,7.4,,,,,,,2023-06-30
1552,"HIMACHAL
PRADESH",,7.3,,,,,,,2023-06-30
1868,"HIMACHAL
PRADESH",,7.1,,,,,,,2023-06-30
4485,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
4486,"HIMACHAL
PRADESH",,7.2,,,,,,,2023-06-30
4487,"HIMACHAL
PRADESH",,7.6,,,,,,,2023-06-30
4489,"HIMACHAL
PRADESH",,7.7,,,,,,,2023-06-30
30012,PUNJAB,,7.6,,,,,,,2023-06-30
4161,PUNJAB,,7.2,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
2616,"HIMACHAL
PRADESH",,6.7,,,,,,,2023-06-30
2607,"HIMACHAL
PRADESH",,7.1,,,,,,,2023-06-30
2608,"HIMACHAL
PRADESH",,7.3,,,,,,,2023-06-30
2609,"HIMACHAL
PRADESH",,7.1,,,,,,,2023-06-30
2610,"HIMACHAL
PRADESH",,7.6,,,,,,,2023-06-30
2612,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
5767,"HIMACHAL
PRADESH",,7.0,,,,,,,2023-06-30
5769,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
2755,"JAMMU &
KASHMIR",,8.1,,,,,,,2023-06-30
2756,"JAMMU &
KASHMIR",,8.0,,,,,,,2023-06-30
2752,"JAMMU &
KASHMIR",,7.3,,,,,,,2023-06-30
2753,"JAMMU &
KASHMIR",,7.5,,,,,,,2023-06-30
2747,"JAMMU &
KASHMIR",,7.6,,,,,,,2023-06-30
2748,"JAMMU &
KASHMIR",,7.1,,,,,,,2023-06-30
2749,"JAMMU &
KASHMIR",,7.2,,,,,,,2023-06-30
2750,"JAMMU &
KASHMIR",,7.2,,,,,,,2023-06-30
2751,"JAMMU &
KASHMIR",,7.3,,,,,,,2023-06-30
2754,"JAMMU &
KASHMIR",,7.9,,,,,,,2023-06-30
2757,"JAMMU &
KASHMIR",,7.6,,,,,,,2023-06-30
4058,"JAMMU &
KASHMIR",,8.3,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
4062,"JAMMU &
KASHMIR",,7.6,,,,,,,2023-06-30
4063,"JAMMU &
KASHMIR",,7.3,,,,,,,2023-06-30
4081,"JAMMU &
KASHMIR",,7.5,,,,,,,2023-06-30
3277,"JAMMU &
KASHMIR",,7.4,,,,,,,2023-06-30
1410,"JAMMU &
KASHMIR",,7.3,,,,,,,2023-06-30
1411,"JAMMU &
KASHMIR",,7.3,,,,,,,2023-06-30
3272,"JAMMU &
KASHMIR",,7.1,,,,,,,2023-06-30
3273,"JAMMU &
KASHMIR",,7.7,,,,,,,2023-06-30
3274,"JAMMU &
KASHMIR",,7.5,,,,,,,2023-06-30
3275,"JAMMU &
KASHMIR",,7.3,,,,,,,2023-06-30
3276,"JAMMU &
KASHMIR",,7.3,,,,,,,2023-06-30
4053,"JAMMU &
KASHMIR",,7.6,,,,,,,2023-06-30
4054,"JAMMU &
KASHMIR",,7.5,,,,,,,2023-06-30
2742,"JAMMU &
KASHMIR",,7.3,,,,,,,2023-06-30
2743,"JAMMU &
KASHMIR",,7.5,,,,,,,2023-06-30
1412,"JAMMU &
KASHMIR",,7.9,,,,,,,2023-06-30
2744,"JAMMU &
KASHMIR",,7.9,,,,,,,2023-06-30
2745,"JAMMU &
KASHMIR",,9.0,,,,,,,2023-06-30
2746,"JAMMU &
KASHMIR",,7.9,,,,,,,2023-06-30
4055,"JAMMU &
KASHMIR",,8.9,,,,,,,2023-06-30
4056,"JAMMU &
KASHMIR",,7.7,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
1307,"JAMMU &
KASHMIR",,7.1,,,,,,,2023-06-30
4030,"HIMACHAL
PRADESH",,7.6,,,,,,,2023-06-30
4031,"HIMACHAL
PRADESH",,7.4,,,,,,,2023-06-30
1869,"HIMACHAL
PRADESH",,6.7,,,,,,,2023-06-30
3856,"HIMACHAL
PRADESH",,7.3,,,,,,,2023-06-30
3857,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
3858,"HIMACHAL
PRADESH",,7.4,,,,,,,2023-06-30
3859,"HIMACHAL
PRADESH",,7.4,,,,,,,2023-06-30
30011,PUNJAB,,7.6,,,,,,,2023-06-30
4433,"HIMACHAL
PRADESH",,7.4,,,,,,,2023-06-30
2758,"JAMMU &
KASHMIR",,7.5,,,,,,,2023-06-30
2913,PUNJAB,,6.8,,,,,,,2023-06-30
3278,"JAMMU &
KASHMIR",,7.0,,,,,,,2023-06-30
3279,"JAMMU &
KASHMIR",,7.5,,,,,,,2023-06-30
3280,"JAMMU &
KASHMIR",,7.8,,,,,,,2023-06-30
3281,"JAMMU &
KASHMIR",,7.4,,,,,,,2023-06-30
3282,"JAMMU &
KASHMIR",,7.1,,,,,,,2023-06-30
4051,"JAMMU &
KASHMIR",,7.6,,,,,,,2023-06-30
4052,"JAMMU &
KASHMIR",,7.8,,,,,,,2023-06-30
3283,"JAMMU &
KASHMIR",,7.6,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
3284,"JAMMU &
KASHMIR",,7.3,,,,,,,2023-06-30
3285,"JAMMU &
KASHMIR",,7.6,,,,,,,2023-06-30
3286,"JAMMU &
KASHMIR",,7.4,,,,,,,2023-06-30
3287,"JAMMU &
KASHMIR",,7.5,,,,,,,2023-06-30
4023,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
4024,"HIMACHAL
PRADESH",,7.6,,,,,,,2023-06-30
4025,"HIMACHAL
PRADESH",,7.3,,,,,,,2023-06-30
4026,"HIMACHAL
PRADESH",,7.0,,,,,,,2023-06-30
4038,"HIMACHAL
PRADESH",,7.2,,,,,,,2023-06-30
4424,"HIMACHAL
PRADESH",,7.2,,,,,,,2023-06-30
4432,"HIMACHAL
PRADESH",,7.4,,,,,,,2023-06-30
4457,"HIMACHAL
PRADESH",,7.1,,,,,,,2023-06-30
4458,"HIMACHAL
PRADESH",,7.3,,,,,,,2023-06-30
4460,"HIMACHAL
PRADESH",,7.6,,,,,,,2023-06-30
4469,"HIMACHAL
PRADESH",,7.7,,,,,,,2023-06-30
4470,"HIMACHAL
PRADESH",,7.4,,,,,,,2023-06-30
4471,"HIMACHAL
PRADESH",,7.2,,,,,,,2023-06-30
4488,"HIMACHAL
PRADESH",,7.5,,,,,,,2023-06-30
5489,"HIMACHAL
PRADESH",,8.3,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
5766,"HIMACHAL
PRADESH",,7.3,,,,,,,2023-06-30
1306,"JAMMU &
KASHMIR",,7.4,,,,,,,2023-06-30
5248,"HIMACHAL
PRADESH",,7.1,,,,,,,2023-06-30
5251,"HIMACHAL
PRADESH",,7.1,,,,,,,2023-06-30
5252,"HIMACHAL
PRADESH",,7.2,,,,,,,2023-06-30
5254,"HIMACHAL
PRADESH",,7.2,,,,,,,2023-06-30
5255,"HIMACHAL
PRADESH",,7.2,,,,,,,2023-06-30
5256,"HIMACHAL
PRADESH",,7.2,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
1488,UTTARAKHAND,,7.8,,,,,,,2023-06-30
1489,UTTARAKHAND,,7.5,,,,,,,2023-06-30
5776,UTTARAKHAND,,7.2,,,,,,,2023-06-30
1060,UTTARAKHAND,,7.1,,,,,,,2023-06-30
5777,UTTARAKHAND,,7.0,,,,,,,2023-06-30
10147,UTTARAKHAND,,7.1,,,,,,,2023-06-30
2725,UTTARAKHAND,,7.1,,,,,,,2023-06-30
10148,UTTARAKHAND,,7.3,,,,,,,2023-06-30
3997,UTTARAKHAND,,7.3,,,,,,,2023-06-30
1061,UTTARAKHAND,,7.2,,,,,,,2023-06-30
5778,UTTARAKHAND,,7.2,,,,,,,2023-06-30
2727,UTTARAKHAND,,7.4,,,,,,,2023-06-30
30005,UTTARAKHAND,,7.3,,,,,,,2023-06-30
30006,"UTTAR
PRADESH",,7.6,,,,,,,2023-06-30
10150,"UTTAR
PRADESH",,7.6,,,,,,,2023-06-30
5708,"UTTAR
PRADESH",,7.7,,,,,,,2023-06-30
10149,"UTTAR
PRADESH",,7.0,,,,,,,2023-06-30
1062,"UTTAR
PRADESH",,7.3,,,,,,,2023-06-30
2488,"UTTAR
PRADESH",,7.1,,,,,,,2023-06-30
2489,"UTTAR
PRADESH",,7.1,,,,,,,2023-06-30
1145,"UTTAR
PRADESH",,7.0,,,,,,,2023-06-30
2490,"UTTAR
PRADESH",,7.4,,,,,,,2023-06-30
10151,"UTTAR
PRADESH",,8.0,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
1063,"UTTAR
PRADESH",,8.1,,,,,,,2023-06-30
1066,"UTTAR
PRADESH",,8.0,,,,,,,2023-06-30
5709,"UTTAR
PRADESH",,8.1,,,,,,,2023-06-30
1146,"UTTAR
PRADESH",,7.8,,,,,,,2023-06-30
10154,"UTTAR
PRADESH",,7.8,,,,,,,2023-06-30
1067,"UTTAR
PRADESH",,7.5,,,,,,,2023-06-30
10155,"UTTAR
PRADESH",,7.5,,,,,,,2023-06-30
10156,"UTTAR
PRADESH",,7.8,,,,,,,2023-06-30
10157,"UTTAR
PRADESH",,7.7,,,,,,,2023-06-30
1068,"UTTAR
PRADESH",,7.4,,,,,,,2023-06-30
5710,"UTTAR
PRADESH",,7.8,,,,,,,2023-06-30
5711,"UTTAR
PRADESH",,7.8,,,,,,,2023-06-30
1147,"UTTAR
PRADESH",,7.7,,,,,,,2023-06-30
2498,"UTTAR
PRADESH",,7.8,,,,,,,2023-06-30
2487,"UTTAR
PRADESH",,7.7,,,,,,,2023-06-30
5713,"UTTAR
PRADESH",,7.8,,,,,,,2023-06-30
1046,"UTTAR
PRADESH",,7.8,,,,,,,2023-06-30
1049,"UTTAR
PRADESH",,7.8,,,,,,,2023-06-30
5714,"UTTAR
PRADESH",,7.7,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
10158,"UTTAR
PRADESH",,7.4,,,,,,,2023-06-30
2485,"UTTAR
PRADESH",,7.9,,,,,,,2023-06-30
2486,"UTTAR
PRADESH",,7.6,,,,,,,2023-06-30
10153,"UTTAR
PRADESH",,7.7,,,,,,,2023-06-30
1070,"UTTAR
PRADESH",,7.8,,,,,,,2023-06-30
1071,"UTTAR
PRADESH",,7.6,,,,,,,2023-06-30
5715,"UTTAR
PRADESH",,7.7,,,,,,,2023-06-30
10152,"UTTAR
PRADESH",,7.8,,,,,,,2023-06-30
5716,"UTTAR
PRADESH",,7.3,,,,,,,2023-06-30
1073,"UTTAR
PRADESH",,7.7,,,,,,,2023-06-30
10113,BIHAR,,7.2,,,,,,,2023-06-30
1074,BIHAR,,7.1,,,,,,,2023-06-30
2551,BIHAR,,7.3,,,,,,,2023-06-30
3113,BIHAR,,7.3,,,,,,,2023-06-30
10162,BIHAR,,7.2,,,,,,,2023-06-30
2564,BIHAR,,7.4,,,,,,,2023-06-30
10114,BIHAR,,7.4,,,,,,,2023-06-30
3114,BIHAR,,7.2,,,,,,,2023-06-30
1077,BIHAR,,7.2,,,,,,,2023-06-30
2552,BIHAR,,7.1,,,,,,,2023-06-30
10115,BIHAR,,7.2,,,,,,,2023-06-30
1079,BIHAR,,7.22,,,,,,,2023-06-30
3122,BIHAR,,7.2,,,,,,,2023-06-30
4297,BIHAR,,7.1,,,,,,,2023-06-30
"Primary Water Quality Criteria notified under The E (P) Rules, 1986",,PRIMARY,7.5,,,,,,,2023-06-30
10122,BIHAR,,7.2,,,,,,,2023-06-30
2553,BIHAR,,7.0,,,,,,,2023-06-30
4301,BIHAR,,7.4,,,,,,,2023-06-30
3115,BIHAR,,7.4,,,,,,,2023-06-30
10130,BIHAR,,7.3,,,,,,,2023-06-30
10131,BIHAR,,7.4,,,,,,,2023-06-30
1817,BIHAR,,7.2,,,,,,,2023-06-30
1815,BIHAR,,7.1,,,,,,,2023-06-30
3123,BIHAR,,7.2,,,,,,,2023-06-30
3116,BIHAR,,7.4,,,,,,,2023-06-30
1818,BIHAR,,7.4,,,,,,,2023-06-30
3117,BIHAR,,7.2,,,,,,,2023-06-30
2554,BIHAR,,7.3,,,,,,,2023-06-30
